ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
serinc5	406835	ZDB-GENE-040426-2918	serinc5	Mouse	218442	2444223	Serinc5	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serp2	100319240	ZDB-GENE-081104-143	serp2	Mouse	72661	1919911	Serp2	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serpinc1	321545	ZDB-GENE-030131-264	serpinc1	Mouse	11905	88095	Serpinc1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serpind1	359841	ZDB-GENE-030711-2	serpind1	Mouse	15160	96051	Serpind1	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serpine1	100136840	ZDB-GENE-070912-60	serpine1	Mouse	18787	97608	Serpine1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serpine2	393153	ZDB-GENE-040426-848	serpine2	Mouse	20720	101780	Serpine2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serpine3	556612	ZDB-GENE-050309-223	serpine3	Mouse	319433	2442020	Serpine3	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
serpinf1	447800	ZDB-GENE-040912-2	serpinf1	Mouse	20317	108080	Serpinf1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serping1	567801	ZDB-GENE-030131-1262	serping1	Mouse	12258	894696	Serping1	13	13.24	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
serpini1	557627	ZDB-GENE-060503-390	serpini1	Mouse	20713	1194506	Serpini1	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sertad4	797299	ZDB-GENE-090313-199	sertad4	Mouse	214791	2443496	Sertad4	10	10.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, ZFIN
sesn1	436933	ZDB-GENE-040718-408	sesn1	Mouse	140742	2155278	Sesn1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sesn2	100149745	ZDB-GENE-070108-1	sesn2	Mouse	230784	2651874	Sesn2	8	7.93	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, Panther, RoundUp, TreeFam
sesn3	406840	ZDB-GENE-040426-2924	sesn3	Mouse	75747	1922997	Sesn3	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sestd1	360133	ZDB-GENE-030801-1	sestd1	Mouse	228071	1916262	Sestd1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
setbp1	796785	ZDB-GENE-060526-72	setbp1	Mouse	240427	1933199	Setbp1	12	12.36	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam, ZFIN
setd1a	556535	ZDB-GENE-080521-4	setd1a	Mouse	233904	2446244	Setd1a	10	9.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
setd2	794199	ZDB-GENE-030131-2140	setd2	Mouse	235626	1918177	Setd2	11	11.42	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
setd3	337193	ZDB-GENE-030131-9137	setd3	Mouse	52690	1289184	Setd3	11	10.93	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
setd4	564058	ZDB-GENE-050808-2	setd4	Mouse	224440	2136890	Setd4	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
setd5	570278	ZDB-GENE-080523-1	setd5	Mouse	72895	1920145	Setd5	10	10.46	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
setd6	322348	ZDB-GENE-030131-1067	setd6	Mouse	66083	1913333	Setd6	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
setd7	436729	ZDB-GENE-040718-156	setd7	Mouse	73251	1920501	Setd7	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
setmar	564575	ZDB-GENE-080204-61	setmar	Mouse	74729	1921979	Setmar	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
setx	562474	ZDB-GENE-070402-1	setx	Mouse	269254	2443480	Setx	12	12.35	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
sez6l	100331987		LOC100331987	Mouse	56747	1935121	Sez6l	9	8.66	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Phylome, TreeFam
sez6l2	557847	ZDB-GENE-091204-189	sez6l2	Mouse	233878	2385295	Sez6l2	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sf1	572785	ZDB-GENE-030131-2492	sf1	Mouse	22668	1095403	Sf1	11	11.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
sf3a1	796388	ZDB-GENE-030616-156	sf3a1	Mouse	67465	1914715	Sf3a1	14	14.4	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sf3a2	394018	ZDB-GENE-040426-897	sf3a2	Mouse	20222	104912	Sf3a2	13	13.28	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sf3a3	446168	ZDB-GENE-040908-1	sf3a3	Mouse	75062	1922312	Sf3a3	11	11.24	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sf3b2	570994	ZDB-GENE-070928-1	sf3b2	Mouse	319322	2441856	Sf3b2	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sf3b3	406824	ZDB-GENE-040426-2901	sf3b3	Mouse	101943	1289341	Sf3b3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sf3b4	192318	ZDB-GENE-020419-22	sf3b4	Mouse	107701	109580	Sf3b4	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sf3b5	436751	ZDB-GENE-040718-181	sf3b5	Mouse	66125	1913375	Sf3b5	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sf3b6	415157	ZDB-GENE-040625-36	sf3b6	Mouse	66055	1913305	Sf3b6	12	11.69	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
sfi1	560147	ZDB-GENE-080206-4	sfi1	Mouse	78887	1926137	Sfi1	11	11.39	high	Yes	Yes	Compara, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sfmbt1	100001629	ZDB-GENE-030131-2592	sfmbt1	Mouse	54650	1859609	Sfmbt1	13	13.36	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
sfmbt2	555450	ZDB-GENE-041210-196	sfmbt2	Mouse	353282	2447794	Sfmbt2	10	9.71	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
sfpq	406564	ZDB-GENE-040426-2452	sfpq	Mouse	71514	1918764	Sfpq	13	13.28	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sfr1	568747	ZDB-GENE-070410-27	sfr1	Mouse	67788	1915038	Sfr1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sfrp2	566878	ZDB-GENE-061013-293	sfrp2	Mouse	20319	108078	Sfrp2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sfrp5	117510	ZDB-GENE-011108-2	sfrp5	Mouse	54612	1860298	Sfrp5	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sfswap	394143	ZDB-GENE-040426-931	sfswap	Mouse	231769	101760	Sfswap	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sft2d1	393343	ZDB-GENE-040426-1350	sft2d1	Mouse	106489	1918689	Sft2d1	8	8.4	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, Panther, TreeFam, ZFIN
sft2d3	407688	ZDB-GENE-070907-1	sft2d3	Mouse	67158	1914408	Sft2d3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sfxn1	445143	ZDB-GENE-040801-45	sfxn1	Mouse	14057	2137677	Sfxn1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sfxn2	334757	ZDB-GENE-040426-2831	sfxn2	Mouse	94279	2137678	Sfxn2	13	13.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
sfxn3	791182	ZDB-GENE-070112-2092	sfxn3	Mouse	94280	2137679	Sfxn3	14	14.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sfxn4	556121	ZDB-GENE-050309-187	sfxn4	Mouse	94281	2137680	Sfxn4	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
sgca	557170	ZDB-GENE-041111-121	sgca	Mouse	20391	894698	Sgca	11	11.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sgcb	559788	ZDB-GENE-030131-6695	sgcb	Mouse	24051	1346523	Sgcb	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sgcd	324961	ZDB-GENE-030131-3684	sgcd	Mouse	24052	1346525	Sgcd	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sgce	368230	ZDB-GENE-030724-1	sgce	Mouse	20392	1329042	Sgce	13	13.24	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sgcg	445292	ZDB-GENE-030724-2	sgcg	Mouse	24053	1346524	Sgcg	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sgf29	449813	ZDB-GENE-041010-62	sgf29	Mouse	75565	1922815	Sgf29	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
sgk1	324140	ZDB-GENE-030131-2860	sgk1	Mouse	20393	1340062	Sgk1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sgk3	564523	ZDB-GENE-070424-62	sgk3	Mouse	170755	2182368	Sgk3	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sgpl1	100037312	ZDB-GENE-070410-24	sgpl1	Mouse	20397	1261415	Sgpl1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sgpp1	100003745	ZDB-GENE-090319-2	sgpp1	Mouse	81535	2135760	Sgpp1	12	12.39	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
sgsh	563849	ZDB-GENE-030131-4958	sgsh	Mouse	27029	1350341	Sgsh	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sgsm2	799094	ZDB-GENE-131119-52	sgsm2	Mouse	97761	2144695	Sgsm2	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
sgsm3	406635	ZDB-GENE-040426-2635	sgsm3	Mouse	105835	1916329	Sgsm3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sgta	336867	ZDB-GENE-030131-8811	sgta	Mouse	52551	1098703	Sgta	9	9.35	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, Panther, Phylome, ZFIN
sgtb	431772	ZDB-GENE-040704-72	sgtb	Mouse	218544	2444615	Sgtb	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sgut1	492489	ZDB-GENE-041114-56	sugt1	Mouse	67955	1915205	Sugt1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh2b1	558152	ZDB-GENE-070209-188	sh2b1	Mouse	20399	1201407	Sh2b1	12	12.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh2b3	101884640	ZDB-GENE-041210-359	sh2b3	Mouse	16923	893598	Sh2b3	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sh2d4a	393219	ZDB-GENE-040426-932	sh2d4a	Mouse	72281	1919531	Sh2d4a	11	11.43	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
sh2d4bb	560557	ZDB-GENE-130531-42	sh2d4bb	Mouse	328381	1925182	Sh2d4b	10	10.22	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
sh2d5	541529	ZDB-GENE-050327-67	sh2d5	Mouse	230863	2446215	Sh2d5	11	11.55	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
sh3bgr	445130	ZDB-GENE-040801-27	sh3bgr	Mouse	50795	1354740	Sh3bgr	12	12.29	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3bgrl	394184	ZDB-GENE-040426-1376	sh3bgrl	Mouse	56726	1930849	Sh3bgrl	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3bgrl2	431744	ZDB-GENE-040704-38	sh3bgrl2	Mouse	212531	1915350	Sh3bgrl2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3bgrl3	393248	ZDB-GENE-040426-1059	sh3bgrl3	Mouse	73723	1920973	Sh3bgrl3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3bp1	100006678	ZDB-GENE-121128-2	sh3bp1	Mouse	20401	104603	Sh3bp1	10	10.4	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
sh3bp2	101886051	ZDB-GENE-091204-268	sh3bp2	Mouse	24055	1346349	Sh3bp2	13	13.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3bp5b	406767	ZDB-GENE-040426-2813	sh3bp5b	Mouse	24056	1344391	Sh3bp5	8	8.46	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
sh3d19	553811	ZDB-GENE-050522-481	sh3d19	Mouse	27059	1350923	Sh3d19	12	12.18	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
sh3kbp1	793623	ZDB-GENE-091204-186	sh3kbp1	Mouse	58194	1889583	Sh3kbp1	12	12.25	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3pxd2b	553242	ZDB-GENE-060810-52	sh3pxd2b	Mouse	268396	2442062	Sh3pxd2b	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3rf1	556523	ZDB-GENE-030131-6288	sh3rf1	Mouse	59009	1913066	Sh3rf1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3rf2	100537944	ZDB-GENE-141212-301	sh3rf2	Mouse	269016	2444628	Sh3rf2	5	5.62	high	Yes	Yes	OMA, OrthoDB, OrthoFinder, Panther, ZFIN
sh3tc2	100535152	ZDB-GENE-081104-347	sh3tc2	Mouse	225608	2444417	Sh3tc2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
sh3yl1	566522	ZDB-GENE-040128-16	sh3yl1	Mouse	24057	1346118	Sh3yl1	8	8.54	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, ZFIN
shank1	568908	ZDB-GENE-130530-691	shank1	Mouse	243961	3613677	Shank1	3	3.53	moderate	Yes	No	Compara, Panther, ZFIN
sharpin	793673	ZDB-GENE-101223-1	sharpin	Mouse	106025	1913331	Sharpin	8	8.35	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, ZFIN
shbg	322604	ZDB-GENE-030131-1324	shbg	Mouse	20415	98295	Shbg	12	12.36	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
shc1	323818	ZDB-GENE-030131-2538	shc1	Mouse	20416	98296	Shc1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
shc2	562011	ZDB-GENE-050208-666	shc2	Mouse	216148	106180	Shc2	13	13.35	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
shcbp1	333933	ZDB-GENE-030131-5865	shcbp1	Mouse	20419	1338802	Shcbp1	7	6.93	high	Yes	Yes	Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
she	561493	ZDB-GENE-090915-6	she	Mouse	214547	1099462	She	13	13.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
shfm1	322269	ZDB-GENE-030131-988	sem1	Mouse	20422	109238	Sem1	12	12.29	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
shisa3	791180	ZDB-GENE-070112-2022	shisa3	Mouse	330096	3041225	Shisa3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
shisa4	550567	ZDB-GENE-050417-419	shisa4	Mouse	77552	1924802	Shisa4	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
shisa7b	100034520	ZDB-GENE-060503-31	shisa7b	Mouse	232813	3605641	Shisa7	11	11.38	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
shisa8b	101882404	ZDB-GENE-130603-87	shisa8b	Mouse	435145	2146080	Shisa8	5	4.96	high	Yes	Yes	Compara, eggNOG, OrthoFinder, Panther, RoundUp
shmt1	394021	ZDB-GENE-040426-1558	shmt1	Mouse	20425	98299	Shmt1	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
shmt2	100144628	ZDB-GENE-071213-1	shmt2	Mouse	108037	1277989	Shmt2	12	12.29	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
shoc2	555476	ZDB-GENE-050208-523	shoc2	Mouse	56392	1927197	Shoc2	13	13.39	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
shpk	100001676	ZDB-GENE-060526-357	shpk	Mouse	74637	1921887	Shpk	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
shprh	560526	ZDB-GENE-110512-2	shprh	Mouse	268281	1917581	Shprh	12	12.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
shq1	567601	ZDB-GENE-070112-1412	shq1	Mouse	72171	1919421	Shq1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
