MouseGeneID	MouseGeneID.1	MGIID	MouseSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Il1r2	16178	96546	Il1r2	Human	7850	5994	IL1R2	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1rap	16180	104975	Il1rap	Human	3556	5995	IL1RAP	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1rapl1	331461	2687319	Il1rapl1	Human	11141	5996	IL1RAPL1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1rl1	17082	98427	Il1rl1	Human	9173	5998	IL1RL1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1rl2	107527	1913107	Il1rl2	Human	8808	5999	IL1RL2	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il1rn	16181	96547	Il1rn	Human	3557	6000	IL1RN	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il2	16183	96548	Il2	Human	3558	6001	IL2	14	14.14	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il20ra	237313	3605069	Il20ra	Human	53832	6003	IL20RA	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Il20rb	213208	2143266	Il20rb	Human	53833	6004	IL20RB	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Il21r	60504	1890475	Il21r	Human	50615	6006	IL21R	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il22	50929	1355307	Il22	Human	50616	14900	IL22	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam
Il22ra1	230828	2663588	Il22ra1	Human	58985	13700	IL22RA1	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il22ra2	237310	2665114	Il22ra2	Human	116379	14901	IL22RA2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il23a	83430	1932410	Il23a	Human	51561	15488	IL23A	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il23r	209590	2181693	Il23r	Human	149233	19100	IL23R	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il24	93672	2135548	Il24	Human	11009	11346	IL24	13	13.19	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il27	246779	2384409	Il27	Human	246778	19157	IL27	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il27ra	50931	1355318	Il27ra	Human	9466	17290	IL27RA	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il2ra	16184	96549	Il2ra	Human	3559	6008	IL2RA	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il2rb	16185	96550	Il2rb	Human	3560	6009	IL2RB	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Il2rg	16186	96551	Il2rg	Human	3561	6010	IL2RG	13	13.41	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Il31	76399	1923649	Il31	Human	386653	19372	IL31	13	13.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il31ra	218624	2180511	Il31ra	Human	133396	18969	IL31RA	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il33	77125	1924375	Il33	Human	90865	16028	IL33	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il34	76527	1923777	Il34	Human	146433	28529	IL34	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Il3ra	16188	96553	Il3ra	Human	3563	6012	IL3RA	14	14.37	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il4	16189	96556	Il4	Human	3565	6014	IL4	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il4ra	16190	105367	Il4ra	Human	3566	6015	IL4R	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Il5	16191	96557	Il5	Human	3567	6016	IL5	14	14.14	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il5ra	16192	96558	Il5ra	Human	3568	6017	IL5RA	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il6	16193	96559	Il6	Human	3569	6018	IL6	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il6ra	16194	105304	Il6ra	Human	3570	6019	IL6R	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il6st	16195	96560	Il6st	Human	3572	6021	IL6ST	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Il7	16196	96561	Il7	Human	3574	6023	IL7	14	14.14	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Il7r	16197	96562	Il7r	Human	3575	6024	IL7R	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ildr1	106347	2146574	Ildr1	Human	286676	28741	ILDR1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ildr2	100039795	1196370	Ildr2	Human	387597	18131	ILDR2	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ilf2	67781	1915031	Ilf2	Human	3608	6037	ILF2	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ilf3	16201	1339973	Ilf3	Human	3609	6038	ILF3	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ilk	16202	1195267	Ilk	Human	3611	6040	ILK	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ilkap	67444	1914694	Ilkap	Human	80895	15566	ILKAP	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ilvbl	216136	1351911	Ilvbl	Human	10994	6041	ILVBL	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Immp1l	66541	1913791	Immp1l	Human	196294	26317	IMMP1L	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Immp2l	93757	2135611	Immp2l	Human	83943	14598	IMMP2L	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Immt	76614	1923864	Immt	Human	10989	6047	IMMT	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Imp3	102462	1916119	Imp3	Human	55272	14497	IMP3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Imp4	27993	106572	Imp4	Human	92856	30856	IMP4	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impa1	55980	1933158	Impa1	Human	3612	6050	IMPA1	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impa2	114663	2149728	Impa2	Human	3613	6051	IMPA2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impact	16210	1098233	Impact	Human	55364	20387	IMPACT	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impad1	242291	1915720	Impad1	Human	54928	26019	IMPAD1	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impdh1	23917	96567	Impdh1	Human	3614	6052	IMPDH1	14	14.19	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impdh2	23918	109367	Impdh2	Human	3615	6053	IMPDH2	15	15.2	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impg1	63859	1926876	Impg1	Human	3617	6055	IMPG1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Impg2	224224	3044955	Impg2	Human	50939	18362	IMPG2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ina	226180	96568	Ina	Human	9118	6057	INA	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inca1	103844	2144284	Inca1	Human	388324	32224	INCA1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Incenp	16319	1313288	Incenp	Human	3619	6058	INCENP	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inf2	70435	1917685	Inf2	Human	64423	23791	INF2	14	14.34	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Ing1	26356	1349481	Ing1	Human	3621	6062	ING1	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ing2	69260	1916510	Ing2	Human	3622	6063	ING2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ing3	71777	1919027	Ing3	Human	54556	14587	ING3	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ing4	28019	107307	Ing4	Human	51147	19423	ING4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ing5	66262	1922816	Ing5	Human	84289	19421	ING5	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inha	16322	96569	Inha	Human	3623	6065	INHA	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inhba	16323	96570	Inhba	Human	3624	6066	INHBA	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inhbb	16324	96571	Inhbb	Human	3625	6067	INHBB	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inhbc	16325	105932	Inhbc	Human	3626	6068	INHBC	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inhbe	16326	109269	Inhbe	Human	83729	24029	INHBE	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inmt	21743	102963	Inmt	Human	11185	6069	INMT	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ino80	68142	1915392	Ino80	Human	54617	26956	INO80	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ino80b	70020	1917270	Ino80b	Human	83444	13324	INO80B	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ino80c	225280	2443014	Ino80c	Human	125476	26994	INO80C	12	12.37	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Ino80d	227195	3027003	Ino80d	Human	54891	25997	INO80D	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Ino80e	233875	2141881	Ino80e	Human	283899	26905	INO80E	10	10.21	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Inpp1	16329	104848	Inpp1	Human	3628	6071	INPP1	15	15.22	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Inpp4a	269180	1931123	Inpp4a	Human	3631	6074	INPP4A	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inpp4b	234515	2158925	Inpp4b	Human	8821	6075	INPP4B	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inpp5a	212111	2686961	Inpp5a	Human	3632	6076	INPP5A	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inpp5b	16330	103257	Inpp5b	Human	3633	6077	INPP5B	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inpp5d	16331	107357	Inpp5d	Human	3635	6079	INPP5D	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Inpp5e	64436	1927753	Inpp5e	Human	56623	21474	INPP5E	13	13.31	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
Inpp5f	101490	2141867	Inpp5f	Human	22876	17054	INPP5F	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inpp5j	170835	2158663	Inpp5j	Human	27124	8956	INPP5J	14	14.23	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inpp5k	19062	1194899	Inpp5k	Human	51763	33882	INPP5K	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Inppl1	16332	1333787	Inppl1	Human	3636	6080	INPPL1	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insc	233752	1917942	Insc	Human	387755	33116	INSC	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insig1	231070	1916289	Insig1	Human	3638	6083	INSIG1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insig2	72999	1920249	Insig2	Human	51141	20452	INSIG2	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insl3	16336	108427	Insl3	Human	3640	6086	INSL3	11	11.45	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Insl5	23919	1346085	Insl5	Human	10022	6088	INSL5	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insl6	27356	1351595	Insl6	Human	11172	6089	INSL6	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insm1	53626	1859980	Insm1	Human	3642	6090	INSM1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insr	16337	96575	Insr	Human	3643	6091	INSR	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Insrr	23920	1346037	Insrr	Human	3645	6093	INSRR	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints1	68510	1915760	Ints1	Human	26173	24555	INTS1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints10	70885	1918135	Ints10	Human	55174	25548	INTS10	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Ints12	71793	1919043	Ints12	Human	57117	25067	INTS12	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints2	70422	1917672	Ints2	Human	57508	29241	INTS2	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints3	229543	2140050	Ints3	Human	65123	26153	INTS3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints4	101861	1917164	Ints4	Human	92105	25048	INTS4	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints5	109077	1923578	Ints5	Human	80789	29352	INTS5	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints6	18130	1202397	Ints6	Human	26512	14879	INTS6	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints7	77065	1924315	Ints7	Human	25896	24484	INTS7	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ints8	72656	1919906	Ints8	Human	55656	26048	INTS8	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
