FlyGeneID	ZebrafishGeneID	MouseGeneID	HumanSymbol
Cks30A	cks2	Cks2	CKS2
CG15262	cnot2	Cnot2	CNOT2
COX4L	cox4i1	Cox4i1	COX4I1
levy	cox6a2	Cox6a2	COX6A2
cype	cox6c	Cox6c	COX6C
COX7C	cox7c	Cox7c	COX7C
CG18585	cpa2	Cpa2	CPA2
CRAT	crata	Crat	CRAT
Rcd2	crim1	Crim1	CRIM1
Had1	cryl1	Cryl1	CRYL1
kdn	cs	Cs	CS
b	csad	Csad	CSAD
CkIalpha	csnk1a1	Csnk1a1	CSNK1A1
CkIIbeta	csnk2b	Csnk2b	CSNK2B
Ctr9	ctr9	Ctr9	CTR9
Cul1	cul1a	Cul1	CUL1
CG10165	cyb561d2	Cyb561d2	CYB561D2
Cyt-c1	cyc1	Cyc1	CYC1
DCTN1-p150	dctn1b	Dctn1	DCTN1
Ddc	ddc	Ddc	DDC
scyl	ddit4	Ddit4	DDIT4
CG7878	ddx43	Ddx43	DDX43
CG40485	dhrs11a	Dhrs11	DHRS11
Dcr-1	dicer1	Dicer1	DICER1
ome	dpp4	Dpp4	DPP4
Dpy-30L1	dpy30	Dpy30	DPY30
ctp	dynll1	Dynll1	DYNLL1
robl	dynlrb1	Dynlrb1	DYNLRB1
CG4598	eci1	Eci1	ECI1
escl	eed	Eed	EED
eIF3d1	eif3d	Eif3d	EIF3D
eIF3f1	eif3f	Eif3f	EIF3F
eIF3g1	eif3g	Eif3g	EIF3G
eIF4E1	eif4ea	Eif4e	EIF4E
4E-T	eif4enif1	Eif4enif1	EIF4ENIF1
eIF4H1	eif4h	Eif4h	EIF4H
CG40228	elof1	Elof1	ELOF1
EndoG	endog	Endog	ENDOG
CG8773	enpep	Enpep	ENPEP
e(y)2	eny2	Eny2	ENY2
Jheh2	ephx1	Ephx1	EPHX1
cysu	epx	Mpo	MPO
CG9911	erp44	Erp44	ERP44
egl	exd1	Exd1	EXD1
CG3505	f10	F10	F10
CG17928	fads2	Fads2	FADS2
CG6028	fahd2a	Fahd2a	FAHD2A
CG5323	fam136a	Fam136a	FAM136A
FASN1	fasn	Fasn	FASN
Fib	fbl	Fbl	FBL
Fem-1	fem1b	Fem1b	FEM1B
Fgop2	fgfr1op2	Fgfr1op2	FGFR1OP2
Fum1	fh	Fh1	FH
CG4407	flad1	Flad1	FLAD1
Ets65A	fli1a	Fli1	FLI1
CG3270	foxred1	Foxred1	FOXRED1
Fpgs	fpgs	Fpgs	FPGS
CG5220	ftsj1	Ftsj1	FTSJ1
pie	g2e3	G2e3	G2E3
Zw	g6pd	G6pdx	G6PD
CG10467	galm	Galm	GALM
Pgant5	galnt1	Galnt1	GALNT1
Gba1b	gba	Gba	GBA
l(3)72Dp	ggh	Ggh	GGH
CG17636	ggt1b	Ggt1	GGT1
Ect3	glb1l	Glb1l	GLB1L
CG31482	glipr2l	Glipr2	GLIPR2
Grx1t	glrx2	Glrx2	GLRX2
CG2818	gpcpd1	Gpcpd1	GPCPD1
Gpo1	gpd2	Gpd2	GPD2
CSN1b	gps1	Gps1	GPS1
CG1236	grhpra	Grhpr	GRHPR
GstZ1	gstz1	Gstz1	GSTZ1
TfIIA-S	gtf2a2	Gtf2a2	GTF2A2
CG15117	gusb	Gusb	GUSB
His1:CG33834	h1f0	H1f0	H1F0
CG15912	hdhd3	Hdhd3	HDHD3
Hexo1	hexb	Hexb	HEXB
CG11825	higd1a	Higd1a	HIGD1A
Hrb98DE	hnrnpa3	Hnrnpa3	HNRNPA3
CG17404	hp	Hp	HP
Hsp68	hsc70	Hspa2	HSPA2
CG31809	hsdl1	Hsdl1	HSDL1
Hsc70-4	hspa8	Hspa8	HSPA8
Hsp60A	hspd1	Hspd1	HSPD1
CG11267	hspe1	Hspe1	HSPE1
Idh3a	idh3a	Idh3a	IDH3A
CG5028	idh3g	Idh3g	IDH3G
GILT1	ifi30	Ifi30	IFI30
a	il16	Il16	IL16
CG12111	illr1	Clec4e	CLEC4E
Arts	ipo4	Ipo4	IPO4
CG1137	iqcd	Iqcd	IQCD
CG3663	isoc1	Isoc1	ISOC1
ItgaPS4	itga4	Itga4	ITGA4
IP3K2	itpkb	Itpkb	ITPKB
Kcmf1	kcmf1	Kcmf1	KCMF1
CG7328	khk	Khk	KHK
Klp61F	kif11	Kif11	KIF11
Kap-alpha3	kpna3	Kpna3	KPNA3
S-Lap1	lap3	Lap3	LAP3
CG6553	ldlrad3	Ldlrad3	LDLRAD3
Atu	leo1	Leo1	LEO1
mip120	lin54	Lin54	LIN54
mip130	lin9	Lin9	LIN9
CG18258	lipca	Lipc	LIPC
Lip4	lipf	Lipa	LIPA
CG4250	litaf	Litaf	LITAF
LamC	lmnb2	Lmnb2	LMNB2
arr	lrp5	Lrp5	LRP5
bsf	lrpprc	Lrpprc	LRPPRC
CG8272	lrrc29	Lrrc29	LRRC29
f-cup	lrrc40	Lrrc40	LRRC40
alpha-Man-IIa	man2a2	Man2a2	MAN2A2
LManII	man2b1	Man2b1	MAN2B1
Tak1	map3k7	Map3k7	MAP3K7
mbl	mbnl2	Mbnl2	MBNL2
CG17271	mcfd2	Mcfd2	MCFD2
Mdh2	mdh2	Mdh2	MDH2
Men-b	me3	Me3	ME3
MED22	med22	Med22	MED22
MED25	med25	Med25	MED25
bin3	mepce	Mepce	MEPCE
MICU1	micu1	Micu1	MICU1
Mipp1	minpp1a	Minpp1	MINPP1
CG14985	mitd1	Mitd1	MITD1
CG5347	mkrn1	Mkrn1	MKRN1
CG12118	mmadhc	Mmadhc	MMADHC
MRG15	morf4l1	Morf4l2	MORF4L2
CG33523	mospd2	Mospd2	MOSPD2
PGAP5	mppe1	Mppe1	MPPE1
CG1662	mpv17l2	Mpv17l2	MPV17L2
Mtap	mtap	Mtap	MTAP
Mtch	mtch2	Mtch2	MTCH2
CG31715	mtpn	Mtpn	MTPN
CG8004	mtx2	Mtx2	MTX2
Naa20A	naa20	Naa20	NAA20
Naa30A	naa30	Naa30	NAA30
Nacalpha	naca	Naca	NACA
CG6145	nadkb	Nadk	NADK
gammaSnap1	napga	Napg	NAPG
Neos	ncoa5	Ncoa5	NCOA5
ND-B14.5A	ndufa7	Ndufa7	NDUFA7
CG40472	ndufb2	Ndufb2	NDUFB2
ND-49	ndufs2	Ndufs2	NDUFS2
ND-20	ndufs7	Ndufs7	NDUFS7
ND-51	ndufv1	Ndufv1	NDUFV1
ND-24	ndufv2	Ndufv2	NDUFV2
Nfs1	nfs1	Nfs1	NFS1
Npc1a	npc1	Npc1	NPC1
Npc2a	npc2	Npc2	NPC2
Nsf2	nsfa	Nsf	NSF
p47	nsfl1c	Nsfl1c	NSFL1C
qjt	nsmce2	Nsmce2	NSMCE2
veil	nt5e	Nt5e	NT5E
CG15445	nub1	Nub1	NUB1
CG42813	nudt14	Nudt14	NUDT14
CG10194	nudt19	Nudt19	NUDT19
CG4098	nudt9	Nudt9	NUDT9
Nup93-2	nup93	Nup93	NUP93
Ntf-2	nutf2	Nutf2	NUTF2
sbr	nxf1	Nxf1	NXF1
Odc1	odc1	Odc1	ODC1
Nc73EF	ogdhb	Ogdh	OGDH
CG13601	opa3	Opa3	OPA3
PH4alphaEFB	p4ha1a	P4ha1	P4HA1
atms	paf1	Paf1	PAF1
CG12608	pak1ip1	Pak1ip1	PAK1IP1
Pal1	pam	Pam	PAM
blp	pam16	Pam16	PAM16
DJ-1alpha	park7	Park7	PARK7
PCNA	pcna	Pcna	PCNA
Pcyt2	pcyt1ba	Pcyt1b	PCYT1B
CG10298	pebp1	Pebp1	PEBP1
Pgam5	pgam5	Pgam5	PGAM5
PGAP2	pgap2	Pgap2	PGAP2
Pgk	pgk1	Pgk1	PGK1
PGRP-SD	pglyrp5	Pglyrp1	PGLYRP1
Pgm2a	pgm2	Pgm1	PGM2
CG18662	phpt1	Phpt1	PHPT1
PIG-N	pign	Pign	PIGN
PIG-Wa	pigw	Pigw	PIGW
dod	pin1	Pin1	PIN1
CG31683	pla2g15	Pla2g15	PLA2G15
Lsd-2	plin2	Plin2	PLIN2
sgll	pnpo	Pnpo	PNPO
rumi	poglut1	Poglut1	POGLUT1
CG6961	poldip3	Poldip3	POLDIP3
Prat	ppat	Ppat	PPAT
CG2852	ppib	Ppib	PPIB
CG7768	ppifb	Ppif	PPIF
alph	ppm1bb	Ppm1b	PPM1B
CG13994	ppp1r11	Ppp1r11	PPP1R11
I-2	ppp1r2	Ppp1r2	PPP1R2
Pp2B-14D	ppp3ca	Ppp3ca	PPP3CA
CanB2	ppp3r1b	Ppp3r1	PPP3R1
Prx6005	prdx6	Prdx6	PRDX6
CG5355	prep	Prep	PREP
GCS2beta	prkcsh	Prkcsh	PRKCSH
GIIIspla2	proca1	Proca1	PROCA1
CG9953	prss16	Prss16	PRSS16
CG31954	prss59.2	Prss2	PRSS3
Prosalpha6T	psma1	Psma1	PSMA1
Prosalpha3	psma4	Psma4	PSMA4
Prosalpha4	psma8	Psma8	PSMA8
Prosbeta4	psmb2	Psmb2	PSMB2
Prosbeta5	psmb8a	Psmb8	PSMB8
Rpt3	psmc4	Psmc4	PSMC4
Rpt6	psmc5	Psmc5	PSMC5
Rpt4	psmc6	Psmc6	PSMC6
Rpn12	psmd8	Psmd8	PSMD8
PI31	psmf1	Psmf1	PSMF1
CG1307	ptrh2	Ptrh2	PTRH2
pum	pum1	Pum1	PUM1
CG8726	pxk	Pxk	PXK
Pax	pxna	Pxn	PXN
isoQC	qpctla	Qpctl	QPCTL
CG4789	rabl3	Rabl3	RABL3
Rac1	rac1a	Rac1	RAC1
tum	racgap1	Racgap1	RACGAP1
Rae1	rae1	Rae1	RAE1
Ran	ran	Ran	RAN
CG13369	rbks	Rbks	RBKS
CG4896	rbm10	Rbm10	RBM10
Roc1a	rbx1	Rbx1	RBX1
Rcc1	rcc1	Rcc1	RCC1
ReepB	reep5	Reep5	REEP5
CG12877	rexo1	Rexo1	REXO1
CG13025	rfwd3	Rfwd3	RFWD3
stet	rhbdl3	Rhbdl3	RHBDL3
CG32581	rnf185	Rnf185	RNF185
dgrn	rnf4	Rnf4	RNF4
elgi	rnf41	Rnf41	RNF41
RnpS1	rnps1	Rnps1	RNPS1
robo1	robo3	Robo3	ROBO3
RpL10Ab	rpl10a	Rpl10a	RPL10A
RpL22	rpl22l1	Rpl22l1	RPL22L1
RpL34b	rpl34	Rpl34	RPL34
RpL37a	rpl37	Rpl37	RPL37
RpS10b	rps10	Rps10	RPS10
RpS14b	rps14	Rps14	RPS14
RpS15Aa	rps15a	Rps15a	RPS15A
RpS19a	rps19	Rps19	RPS19
RpS28b	rps28	Rps28	RPS28
RpS5a	rps5	Rps5	RPS5
RluA-2	rpusd2	Rpusd2	RPUSD2
Rgk1	rrad	Rrad	RRAD
Rtf1	rtf1	Rtf1	RTF1
RunxA	runx3	Runx3	RUNX3
CG5515	rwdd1	Rwdd1	RWDD1
dnt	ryk	Ryk	RYK
CG32683	saga	Sag	SAG
SerRS-m	sars2	Sars2	SARS2
crq	scarb1	Scarb1	SCARB1
Sccpdh1	sccpdhb	Sccpdh	SCCPDH
ScpX	scp2a	Scp2	SCP2
hiro	scpep1	Scpep1	SCPEP1
SdhA	sdha	Sdha	SDHA
CG12895	sdhaf2	Sdhaf2	SDHAF2
SdhB	sdhb	Sdhb	SDHB
SdhC	sdhc	Sdhc	SDHC
CG8860	sec61g	Sec61g	SEC61G
Sema1a	sema6dl	Sema6d	SEMA6D
CG12717	senp7b	Senp7	SENP7
Den1	senp8	Senp8	SENP8
SelD	sephs1	Sephs1	SEPHS1
CG10383	serac1	Serac1	SERAC1
vig	serbp1a	Serbp1	SERBP1
CG7420	sergef	Sergef	SERGEF
kraken	serhl	Serhl	SERHL2
Spn55B	serpinb1	Serpinb1a	SERPINB1
Spn75F	serpinf2a	Serpinf2	SERPINF2
Spn42Dc	serpini1	Serpini1	SERPINI1
nonA	sfpq	Sfpq	SFPQ
CG13373	siva1	Siva1	SIVA1
SkpA	skp1	Skp1a	SKP1
Ncc69	slc12a3	Slc12a3	SLC12A3
CG2930	slc15a2	Slc15a2	SLC15A2
kar	slc16a10	Slc16a10	SLC16A10
MFS10	slc17a5	Slc17a5	SLC17A5
Vmat	slc18a2	Slc18a2	SLC18A2
CG12061	slc24a5	Slc24a5	SLC24A5
CG1907	slc25a11	Slc25a11	SLC25A11
Tpc1	slc25a19	Slc25a19	SLC25A19
colt	slc25a20	Slc25a20	SLC25A20
CG5254	slc25a21	Slc25a21	SLC25A21
Ucp4A	slc25a27	Slc25a27	SLC25A27
CG8323	slc25a35	Slc25a35	SLC25A35
Slc25A46a	slc25a46	Slc25a46	SLC25A46
CG5002	slc26a11	Slc26a11	SLC26A11
CNT1	slc28a1	Slc28a2	SLC28A2
Ent1	slc29a1a	Slc29a1	SLC29A1
Tret1-2	slc2a8	Slc2a8	SLC2A8
Ctr1A	slc31a1	Slc31a1	SLC31A1
Efr	slc35b4	Slc35b4	SLC35B4
CG13384	slc36a4	Slc36a4	SLC36A4
Zip89B	slc39a1	Slc39a1	SLC39A1
CG30345	slc46a1	Slc46a1	SLC46A1
slv	slc50a1	Slc50a1	SLC50A1
GlyT	slc6a9	Slc6a9	SLC6A9
mnd	slc7a8a	Slc7a8	SLC7A8
CG6034	smox	Smox	SMOX
CG3376	smpd1	Smpd1	SMPD1
Smyd4-3	smyd4	Smyd4	SMYD4
Sod1	sod1	Sod1	SOD1
Sodh-2	sord	Sord	SORD
HIP	st13	St13	ST13
wmd	strap	Strap	STRAP
Scsalpha1	suclg1	Suclg1	SUCLG1
koi	sun1	Sun1	SUN1
Surf4	surf4l	Surf4	SURF4
Taf10b	taf10	Taf10	TAF10
Taf12	taf12	Taf12	TAF12
Taf5	taf5	Taf5	TAF5
Taf6	taf6	Taf6	TAF6
Taf8	taf8	Taf8	TAF8
CG1890	tbca	Tbca	TBCA
Trf2	tbpl1	Tbpl1	TBPL1
Doc3	tbx6	Tbx6	TBX6
CG7276	tctex1d2	Tctex1d2	TCTEX1D2
CG10031	tfpi2	Tfpi2	TFPI2
CG31609	tfpia	Tfpi	TFPI
mfas	tgfbi	Tgfbi	TGFBI
achi	tgif1	Tgif1	TGIF1
THADA	thada	Thada	THADA
CG6933	thbd	Thbd	THBD
timeout	timeless	Timeless	TIMELESS
Tim13	timm13	Timm13	TIMM13
ttm50	timm50	Timm50	TIMM50
CHOp24	tmed2	Tmed2	TMED2
opm	tmed5	Tmed5	TMED5
CG11737	tmem135	Tmem135	TMEM135
CG4239	tmem38a	Tmem38a	TMEM38A
CG5554	tmx1	Tmx1	TMX1
Tnpo-SR	tnpo3	Tnpo3	TNPO3
Tom40	tomm40	Tomm40	TOMM40
Mtor	tprb	Tpr	TPR
nopo	traip	Traip	TRAIP
CG30109	triap1	Triap1	TRIAP1
CG8419	trim45	Trim45	TRIM45
tsh	tshz1	Tshz1	TSHZ1
Tsp3A	tspan33a	Tspan33	TSPAN33
CG14305	tssk6	Tssk6	TSSK6
CG6980	ttc12	Ttc12	TTC12
lds	ttf2	Ttf2	TTF2
TTLL1B	ttll1	Ttll1	TTLL1
TTLL3A	ttll3	Ttll3	TTLL3
TTLL4A	ttll4	Ttll4	TTLL4
CG10237	ttpal	Ttpal	TTPAL
gammaTub23C	tubg1	Tubg1	TUBG1
Grip84	tubgcp2	Tubgcp2	TUBGCP2
Grip91	tubgcp3	Tubgcp3	TUBGCP3
Grip128	tubgcp5	Tubgcp5	TUBGCP5
mEFTu1	tufm	Tufm	TUFM
mkg-p	tut1	Tut1	TUT1
tsg	twsg1a	Twsg1	TWSG1
Trx-2	txn	Txn1	TXN
CG8517	txn2	Txn2	TXN2
cl	txndc17	Txndc17	TXNDC17
prtp	txndc5	Txndc5	TXNDC5
U2af50	u2af2b	U2af2	U2AF2
Ubi-p5E	ubc	Ubc	UBC
UbcE2H	ube2h	Ube2h	UBE2H
CG7326	ube3d	Ube2cbp	UBE3D
Ubqn	ubqln4	Ubqln4	UBQLN4
Uch-L5	uchl5	Uchl5	UCHL5
CG6330	upp1	Upp1	UPP1
UQCR-14	uqcrb	Uqcrb	UQCRB
UQCR-11L	uqcrh	Uqcrh	UQCRH
Uros1	uros	Uros	UROS
Uxs	uxs1	Uxs1	UXS1
nSyb	vamp2	Vamp2	VAMP2
ValRS	vars	Vars	VARS
mgr	vbp1	Vbp1	VBP1
LpR2	vldlr	Vldlr	VLDLR
CG5969	vma21	Vma21	VMA21
Tango5	vmp1	Vmp1	VMP1
wds	wdr5	Wdr5	WDR5
CG13930	wdr78	Wdr78	WDR78
Wdr82	wdr82	Wdr82	WDR82
Atg18a	wipi1	Wipi1	WIPI1
CG9581	xpnpep3	Xpnpep3	XPNPEP3
Ku80	xrcc5	Xrcc5	XRCC5
CG3534	xylb	Xylb	XYLB
Gas41	yeats4	Yeats4	YEATS4
CG1677	zc3h18	Zc3h18	ZC3H18
Hip14	zdhhc17	Zdhhc17	ZDHHC17
CG10344	zdhhc24	Zdhhc24	ZDHHC24
CG5196	zdhhc6	Zdhhc6	ZDHHC6
CG9932	zfp64	Zfp64	ZFP64
ste24a	zmpste24	Zmpste24	ZMPSTE24
CG18081	znf706	Zfp706	ZNF706
