FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
ana1	42927	FBgn0262167	ana1	Mouse	319675	2442521	Cep295	2	1.9	high	Yes	Yes	eggNOG, OrthoFinder
ana3	36341	FBgn0266111	ana3	Mouse	246102	2179288	Rttn	3	2.93	high	Yes	Yes	Compara, eggNOG, Panther
anchor	39965	FBgn0036741	anchor	Mouse	68526	1915776	Gpr155	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
angel	37748	FBgn0016762	angel	Mouse	68737	1915987	Angel1	12	11.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
anne	317815	FBgn0052000	anne	Mouse	224088	2685387	Atp13a3	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
anox	3771728	FBgn0064116	anox	Mouse	72482	1919732	Acbd6	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
aop	33392	FBgn0000097	aop	Mouse	14011	109336	Etv6	10	9.86	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ap	35509	FBgn0267978	ap	Mouse	16870	96785	Lhx2	12	11.8	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
app	39399	FBgn0260941	app	Mouse	224454	2653229	Zdhhc14	10	9.84	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
aralar1	43616	FBgn0028646	aralar1	Mouse	78830	1926080	Slc25a12	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
arg	46717	FBgn0023535	arg	Mouse	11847	1330806	Arg2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ari-2	37542	FBgn0025186	ari-2	Mouse	23807	1344361	Arih2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
arm	31151	FBgn0000117	arm	Mouse	12387	88276	Ctnnb1	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
armi	38427	FBgn0041164	armi	Mouse	83456	1891384	Mov10l1	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
arr	44279	FBgn0000119	arr	Mouse	16974	1298218	Lrp6	13	12.62	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
asf1	40141	FBgn0029094	asf1	Mouse	66403	1913653	Asf1a	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ash1	40133	FBgn0005386	ash1	Mouse	192195	2183158	Ash1l	10	9.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ash2	42936	FBgn0000139	ash2	Mouse	23808	1344416	Ash2l	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
asl	40682	FBgn0261004	asl	Mouse	99100	2139083	Cep152	2	1.9	high	Yes	Yes	eggNOG, Hieranoid
asp	42946	FBgn0000140	asp	Mouse	12316	1334448	Aspm	9	8.58	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
asrij	37637	FBgn0034793	asrij	Mouse	68095	1915345	Ociad1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ast	33282	FBgn0015905	ast	Mouse	66595	1913845	Aste1	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
asun	41971	FBgn0020407	asun	Mouse	71177	1918427	Ints13	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
atl	42934	FBgn0039213	atl	Mouse	56298	1929492	Atl2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
aurA	41446	FBgn0000147	aurA	Mouse	20877	107168	Aurkb	11	10.96	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
aux	40527	FBgn0037218	aux	Mouse	231580	2442153	Gak	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ave	246638	FBgn0050476	ave	Mouse	320679	2444518	Samd12	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
awd	43739	FBgn0000150	awd	Mouse	18103	97356	Nme2	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
b	34791	FBgn0000153	b	Mouse	246277	2180098	Csad	13	12.75	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
b6	31124	FBgn0024897	b6	Mouse	53324	1858209	Nptx2	5	5.08	high	Yes	Yes	Isobase, OrthoFinder, OrthoInspector, Panther, RoundUp
babo	35900	FBgn0011300	babo	Mouse	21812	98728	Tgfbr1	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
baf	34095	FBgn0031977	baf	Mouse	23825	1346330	Banf1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bai	42996	FBgn0045866	bai	Mouse	68581	1915831	Tmed10	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ball	43228	FBgn0027889	ball	Mouse	22367	1261847	Vrk1	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
barc	40369	FBgn0037081	barc	Mouse	72459	1919709	Htatsf1	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
barr	35287	FBgn0014127	barr	Mouse	215387	2444777	Ncaph	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
baz	32703	FBgn0000163	baz	Mouse	93742	2135608	Pard3	12	11.74	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bbc	36496	FBgn0033844	bbc	Mouse	99712	2139793	Cept1	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bbg	39583	FBgn0087007	bbg	Mouse	16170	1270855	Il16	3	3.03	high	Yes	Yes	eggNOG, Panther, RoundUp
bc10	38628	FBgn0040239	bc10	Mouse	53619	1858907	Blcap	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bchs	33819	FBgn0043362	bchs	Mouse	72145	1096875	Wdfy3	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bcn92	31186	FBgn0013432	bcn92	Mouse	380840	2683538	Lyrm4	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
beag	41091	FBgn0037660	beag	Mouse	24010	1345142	Ik	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
beg	39910	FBgn0036691	beg	Mouse	223722	2388651	Mcat	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bel	45826	FBgn0263231	bel	Mouse	13205	103064	Ddx3x	13	12.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
beta'COP	45757	FBgn0025724	beta'COP	Mouse	50797	1354962	Copb2	14	13.75	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
beta-Man	40524	FBgn0037215	beta-Man	Mouse	110173	88175	Manba	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
beta-PheRS	42888	FBgn0039175	beta-PheRS	Mouse	23874	1346035	Farsb	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
beta-Spec	32746	FBgn0250788	beta-Spec	Mouse	20742	98388	Sptbn1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
beta3GalTII	35848	FBgn0033315	beta3GalTII	Mouse	117592	2152819	B3galt6	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
beta4GalNAcTA	36585	FBgn0027538	beta4GalNAcTA	Mouse	53418	1858493	B4galt2	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
beta4GalT7	42991	FBgn0039258	beta4GalT7	Mouse	218271	2384987	B4galt7	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
betaCOP	32820	FBgn0008635	betaCOP	Mouse	70349	1917599	Copb1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
betaTub60D	37888	FBgn0003888	betaTub60D	Mouse	22152	107813	Tubb3	9	8.74	high	Yes	Yes	eggNOG, Isobase, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
betaTub85D	41124	FBgn0003889	betaTub85D	Mouse	73710	1920960	Tubb2b	9	8.76	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
betaTub97EF	43359	FBgn0003890	betaTub97EF	Mouse	22151	107861	Tubb2a	6	5.76	moderate	Yes	No	eggNOG, Homologene, Isobase, OrthoDB, OrthoFinder, orthoMCL
betaggt-I	33704	FBgn0015000	betaggt-I	Mouse	225467	1917514	Pggt1b	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
betaggt-II	47757	FBgn0028970	betaggt-II	Mouse	19352	99537	Rabggtb	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bi	31379	FBgn0000179	bi	Mouse	21385	98494	Tbx2	11	10.8	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bigmax	43293	FBgn0039509	bigmax	Mouse	21428	108398	Mlx	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bin	38766	FBgn0045759	bin	Mouse	14238	1347479	Foxf2	8	7.81	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
bip2	43793	FBgn0026262	bip2	Mouse	209361	2388097	Taf3	10	9.82	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
blw	37617	FBgn0011211	blw	Mouse	11946	88115	Atp5a1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bol	39049	FBgn0011206	bol	Mouse	75388	1922638	Boll	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bon	44235	FBgn0023097	bon	Mouse	21848	109275	Trim24	9	8.78	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, TreeFam
bonsai	37587	FBgn0026261	bonsai	Mouse	66407	1913657	Mrps15	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bor	53565	FBgn0040237	bor	Mouse	108888	1919214	Atad3a	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bora	40031	FBgn0259791	bora	Mouse	77744	1924994	Bora	7	6.92	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
botv	37198	FBgn0027535	botv	Mouse	54616	1860765	Extl3	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
brat	35197	FBgn0010300	brat	Mouse	55992	1860040	Trim3	7	6.85	high	Yes	Yes	eggNOG, Isobase, OrthoDB, orthoMCL, Panther, RoundUp, TreeFam
brp	35977	FBgn0259246	brp	Mouse	238988	1098749	Erc2	7	6.84	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
brun	35325	FBgn0261787	brun	Mouse	76510	1923760	Trappc9	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bs	37890	FBgn0004101	bs	Mouse	20807	106658	Srf	9	8.89	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
bsk	44801	FBgn0000229	bsk	Mouse	26419	1346861	Mapk8	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bt	43814	FBgn0005666	bt	Mouse	22138	98864	Ttn	7	6.94	high	Yes	Yes	eggNOG, Isobase, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
btsz	3346167	FBgn0266756	btsz	Mouse	27359	1351606	Sytl4	10	9.75	high	Yes	Yes	eggNOG, Homologene, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
btv	35073	FBgn0023096	btv	Mouse	110350	107736	Dync2h1	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
btz	43331	FBgn0045862	btz	Mouse	192160	2179723	Casc3	10	9.92	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
bug	36749	FBgn0034050	bug	Mouse	69672	1916922	Txndc15	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bur	45830	FBgn0000239	bur	Mouse	229363	2448526	Gmps	12	11.93	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
bves	33083	FBgn0031150	bves	Mouse	23828	1346013	Bves	9	8.88	high	Yes	Yes	Compara, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bwa	250736	FBgn0045064	bwa	Mouse	230379	1920932	Acer2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
byn	39349	FBgn0011723	byn	Mouse	20997	98472	T	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
bys	31701	FBgn0010292	bys	Mouse	53414	1858419	Bysl	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
c-cup	33360	FBgn0031367	c-cup	Mouse	66208	1913458	Nenf	4	3.91	high	Yes	Yes	eggNOG, Isobase, Panther, TreeFam
c11.1	53436	FBgn0040236	c11.1	Mouse	223658	2442558	Mroh1	12	11.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
c12.1	53435	FBgn0040235	c12.1	Mouse	66070	1913320	Cwc15	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
c12.2	53434	FBgn0040234	c12.2	Mouse	219189	1919008	Vwa8	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cN-IIIB	37875	FBgn0034988	cN-IIIB	Mouse	68106	1915356	Nt5c3b	13	12.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cac	32158	FBgn0263111	cac	Mouse	12286	109482	Cacna1a	10	9.87	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cact	34969	FBgn0000250	cact	Mouse	18035	104741	Nfkbia	11	10.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
cactin	33043	FBgn0031114	cactin	Mouse	70312	1917562	Cactin	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cad	35341	FBgn0000251	cad	Mouse	12591	88361	Cdx2	10	9.85	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cag	36157	FBgn0017414	cag	Mouse	12616	88376	Cenpb	6	5.84	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
calypso	36794	FBgn0262166	calypso	Mouse	104416	1206586	Bap1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
capt	45233	FBgn0261458	capt	Mouse	12331	88262	Cap1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
capu	33611	FBgn0000256	capu	Mouse	54418	1859252	Fmn2	8	7.94	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
car	32947	FBgn0000257	car	Mouse	77573	1924823	Vps33a	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
casp	36769	FBgn0034068	casp	Mouse	14084	109419	Faf1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cass	35053	FBgn0286781	cass	Mouse	11800	1888993	Api5	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cbc	36494	FBgn0033842	cbc	Mouse	98985	2138968	Clp1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cbs	36492	FBgn0086757	cbs	Mouse	76899	1924149	Golga1	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
cbt	33224	FBgn0043364	cbt	Mouse	194655	2653368	Klf11	7	6.94	high	Yes	Yes	eggNOG, Inparanoid, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
cdc14	34067	FBgn0031952	cdc14	Mouse	218294	2441808	Cdc14b	10	9.8	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cdm	42171	FBgn0261532	cdm	Mouse	230673	2385205	Ipo13	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ced-6	35971	FBgn0029092	ced-6	Mouse	70676	1920407	Gulp1	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cep290	38099	FBgn0035168	cep290	Mouse	216274	2384917	Cep290	5	4.97	high	Yes	Yes	eggNOG, Hieranoid, OMA, Panther, TreeFam
cer	37229	FBgn0034443	cer	Mouse	13024	88554	Ctla2a	8	7.79	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp
cert	38928	FBgn0027569	cert	Mouse	68018	1915268	Col4a3bp	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
chb	43901	FBgn0021760	chb	Mouse	76707	1923957	Clasp1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
chic	33834	FBgn0000308	chic	Mouse	382562	1920121	Pfn4	10	9.68	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp
chm	43928	FBgn0028387	chm	Mouse	217127	2182799	Kat7	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
chrb	39284	FBgn0036165	chrb	Mouse	73284	1920534	Ddit4l	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ci	43767	FBgn0004859	ci	Mouse	14634	95729	Gli3	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cib	31359	FBgn0026084	cib	Mouse	19241	99510	Tmsb4x	6	5.89	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Phylome, RoundUp
