FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	ZebrafishGeneID	ZFINID	ZebrafishSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Pdxk	39066	FBgn0085484	Pdxk	Zebrafish	564697	ZDB-GENE-030616-521	pdxkb	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pect	34716	FBgn0032482	Pect	Zebrafish	450016	ZDB-GENE-041010-132	pcyt2	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Pen	34338	FBgn0267727	Pen	Zebrafish	406343	ZDB-GENE-040426-2023	kpna7	8	7.79	high	Yes	Yes	eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Pepck1	37131	FBgn0003067	Pepck1	Zebrafish	406473	ZDB-GENE-040426-2266	pck2	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Pepck2	37130	FBgn0034356	Pepck2	Zebrafish	378727	ZDB-GENE-030909-11	pck1	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Pex1	45460	FBgn0013563	Pex1	Zebrafish	793906	ZDB-GENE-070530-1	pex1	10	9.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex10	38182	FBgn0035233	Pex10	Zebrafish	449821	ZDB-GENE-041010-71	pex10	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex11	36758	FBgn0034058	Pex11	Zebrafish	566742	ZDB-GENE-060825-289	pex11b	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex12	33256	FBgn0031282	Pex12	Zebrafish	393174	ZDB-GENE-040426-929	pex12	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex13	36462	FBgn0033812	Pex13	Zebrafish	393618	ZDB-GENE-040426-1544	pex13	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex14	40294	FBgn0037020	Pex14	Zebrafish	559933	ZDB-GENE-060130-169	pex14	10	9.74	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex16	40293	FBgn0037019	Pex16	Zebrafish	573990	ZDB-GENE-050626-49	pex16	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Pex19	34630	FBgn0032407	Pex19	Zebrafish	324778	ZDB-GENE-050417-424	pex19	9	8.81	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
Pex2	38941	FBgn0035876	Pex2	Zebrafish	556228	ZDB-GENE-070530-2	pex2	11	10.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, RoundUp, TreeFam
Pex23	40229	FBgn0052226	Pex23	Zebrafish	556500	ZDB-GENE-070112-1792	tecpr1a	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Pex3	39652	FBgn0036484	Pex3	Zebrafish	393197	ZDB-GENE-040426-979	pex3	12	11.87	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex5	31141	FBgn0023516	Pex5	Zebrafish	394131	ZDB-GENE-040426-981	pex5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pex6	3772165	FBgn0033564	Pex6	Zebrafish	792998	ZDB-GENE-081104-252	pex6	10	9.88	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Pex7	38994	FBgn0035922	Pex7	Zebrafish	541405	ZDB-GENE-050320-105	pex7	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Pez	33882	FBgn0031799	Pez	Zebrafish	799627	ZDB-GENE-080102-4	ptpn21	9	8.88	high	Yes	Yes	eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
Pfas	33847	FBgn0000052	Pfas	Zebrafish	570437	ZDB-GENE-030131-4420	pfas	13	12.9	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pfdn1	33857	FBgn0031776	Pfdn1	Zebrafish	503766	ZDB-GENE-050306-50	pfdn1	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pfdn2	46121	FBgn0010741	Pfdn2	Zebrafish	323012	ZDB-GENE-060519-27	pfdn2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pfdn4	38615	FBgn0035603	Pfdn4	Zebrafish	572231	ZDB-GENE-100922-122	pfdn4	12	11.99	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Pfdn5	42647	FBgn0038976	Pfdn5	Zebrafish	568182	ZDB-GENE-030131-6858	pfdn5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pfdn6	40176	FBgn0036918	Pfdn6	Zebrafish	393485	ZDB-GENE-040426-1589	pfdn6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pfk	36060	FBgn0003071	Pfk	Zebrafish	447836	ZDB-GENE-040912-135	pfkma	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pfrx	32938	FBgn0027621	Pfrx	Zebrafish	327453	ZDB-GENE-030131-5664	pfkfb1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pgant2	33556	FBgn0031530	Pgant2	Zebrafish	570248	ZDB-GENE-041111-110	galnt2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pgant35A	48775	FBgn0001970	Pgant35A	Zebrafish	558716	ZDB-GENE-060929-998	galnt11	11	10.79	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pgant7	32836	FBgn0030930	Pgant7	Zebrafish	553668	ZDB-GENE-050522-284	galnt7	8	7.93	high	Yes	Yes	Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
Pgd	31185	FBgn0004654	Pgd	Zebrafish	406762	ZDB-GENE-040426-2807	pgd	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pgm1	44010	FBgn0003076	Pgm1	Zebrafish	560297	ZDB-GENE-060503-838	pgm5	11	10.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
PhKgamma	32120	FBgn0011754	PhKgamma	Zebrafish	393937	ZDB-GENE-040426-825	phkg2	12	11.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Phylome, RoundUp, TreeFam
Phax	35926	FBgn0033380	Phax	Zebrafish	445490	ZDB-GENE-040822-42	phax	7	6.8	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
Phb2	46038	FBgn0010551	Phb2	Zebrafish	436954	ZDB-GENE-040718-430	phb2b	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
PheRS-m	36547	FBgn0275436	PheRS-m	Zebrafish	793097	ZDB-GENE-070928-38	fars2	9	8.81	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
Phf5a	33909	FBgn0031822	Phf5a	Zebrafish	286774	ZDB-GENE-021219-3	phf5a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pi3K21B	33203	FBgn0020622	Pi3K21B	Zebrafish	100000252	ZDB-GENE-040426-743	pik3r3b	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pi3K59F	37733	FBgn0015277	Pi3K59F	Zebrafish	548346	ZDB-GENE-050410-13	pik3c3	12	11.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pi3K68D	39329	FBgn0015278	Pi3K68D	Zebrafish	571356	ZDB-GENE-030328-39	pik3c2a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pi3K92E	42446	FBgn0015279	Pi3K92E	Zebrafish	100002263	ZDB-GENE-030131-1904	pik3cb	12	11.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Pi4KIIalpha	40670	FBgn0037339	Pi4KIIalpha	Zebrafish	406667	ZDB-GENE-040426-2675	pi4k2a	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Pif1	33567	FBgn0031540	Pif1	Zebrafish	326729	ZDB-GENE-030131-4928	pif1	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Pih1D1	34685	FBgn0032455	Pih1D1	Zebrafish	553260	ZDB-GENE-050309-147	pih1d1	3	2.93	high	Yes	Yes	eggNOG, Homologene, RoundUp
Pink1	31607	FBgn0029891	Pink1	Zebrafish	494085	ZDB-GENE-041212-53	pink1	9	9.21	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
Pis	32506	FBgn0030670	Pis	Zebrafish	404620	ZDB-GENE-040426-2536	cdipt	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pisd	42849	FBgn0026576	Pisd	Zebrafish	553433	ZDB-GENE-061215-46	pisd	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pits	32205	FBgn0030400	Pits	Zebrafish	406614	ZDB-GENE-040426-2574	irf2bp2b	12	11.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Pitslre	40292	FBgn0016696	Pitslre	Zebrafish	494103	ZDB-GENE-041212-74	cdk11b	5	4.95	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, Panther, Phylome
Pka-C1	34284	FBgn0000273	Pka-C1	Zebrafish	563147	ZDB-GENE-050904-4	prkacbb	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pka-C3	39733	FBgn0000489	Pka-C3	Zebrafish	561941	ZDB-GENE-090313-408	prkx	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Pka-R1	40305	FBgn0259243	Pka-R1	Zebrafish	494533	ZDB-GENE-050116-2	prkar1aa	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pka-R2	36041	FBgn0022382	Pka-R2	Zebrafish	556042	ZDB-GENE-030131-1007	prkar2aa	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pkc53E	48311	FBgn0003091	Pkc53E	Zebrafish	393953	ZDB-GENE-040426-1178	prkcbb	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pkd2	34651	FBgn0041195	Pkd2	Zebrafish	432387	ZDB-GENE-040827-4	pkd2	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pkg21D	33253	FBgn0000442	Pkg21D	Zebrafish	566430	ZDB-GENE-080225-40	prkg1b	7	6.94	moderate	Yes	No	eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp
Pkn	35950	FBgn0020621	Pkn	Zebrafish	323182	ZDB-GENE-030131-1902	pkn3	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Plap	43978	FBgn0024314	Plap	Zebrafish	324855	ZDB-GENE-030826-13	plaa	9	8.82	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Plc21C	33204	FBgn0004611	Plc21C	Zebrafish	100001532	ZDB-GENE-030616-594	plcb3	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pld	35554	FBgn0286511	Pld	Zebrafish	565743	ZDB-GENE-060216-4	pld2	12	11.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pldn	39315	FBgn0036192	Pldn	Zebrafish	791215	ZDB-GENE-070112-1862	bloc1s6	10	9.89	high	Yes	Yes	Compara, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Plekhm1	37520	FBgn0034694	Plekhm1	Zebrafish	571507	ZDB-GENE-070912-382	plekhm3	9	8.71	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
PlexA	43832	FBgn0025741	PlexA	Zebrafish	325938	ZDB-GENE-030131-4663	plxna4	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
PlexB	43766	FBgn0025740	PlexB	Zebrafish	561433	ZDB-GENE-030131-8917	plxnb2a	8	7.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
Pli	42821	FBgn0025574	Pli	Zebrafish	436889	ZDB-GENE-040718-360	peli2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Plod	39265	FBgn0036147	Plod	Zebrafish	556077	ZDB-GENE-021031-4	plod3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Plp	3772382	FBgn0086690	Plp	Zebrafish	325536	ZDB-GENE-030829-26	pcnt	5	5.08	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, Panther, RoundUp
Pmm2	39436	FBgn0036300	Pmm2	Zebrafish	368229	ZDB-GENE-030722-6	pmm2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pmp70	32992	FBgn0031069	Pmp70	Zebrafish	100170781	ZDB-GENE-050517-29	abcd3b	11	10.77	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Pms2	36705	FBgn0011660	Pms2	Zebrafish	565276	ZDB-GENE-030131-686	pms2	11	10.8	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pngl	35527	FBgn0033050	Pngl	Zebrafish	553627	ZDB-GENE-050522-535	ngly1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pnn	41185	FBgn0037737	Pnn	Zebrafish	407733	ZDB-GENE-060519-3	pnn	11	10.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Poc1	39502	FBgn0036354	Poc1	Zebrafish	386932	ZDB-GENE-031118-54	poc1b	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pol32	34892	FBgn0283467	Pol32	Zebrafish	692256	ZDB-GENE-060512-59	pold3	2	1.8	high	Yes	Yes	eggNOG, orthoMCL
Pomp	35342	FBgn0032884	Pomp	Zebrafish	445030	ZDB-GENE-040801-10	pomp	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pop2	39366	FBgn0036239	Pop2	Zebrafish	768119	ZDB-GENE-061013-29	cnot7	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Pp1-Y2	3355173	FBgn0046698	Pp1-Y2	Zebrafish	407980	ZDB-GENE-040516-3	ppp1caa	6	5.94	moderate	Yes	No	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther
Pp2C1	31404	FBgn0022768	Pp2C1	Zebrafish	394065	ZDB-GENE-040426-815	ppm1da	8	7.82	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Pp4-19C	45031	FBgn0023177	Pp4-19C	Zebrafish	562705	ZDB-GENE-080219-32	ppp4cb	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
PpD3	49779	FBgn0005777	PpD3	Zebrafish	541536	ZDB-GENE-050327-75	ppp5c	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
PpV	31582	FBgn0003139	PpV	Zebrafish	393980	ZDB-GENE-040426-949	ppp6c	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ppa	37602	FBgn0020257	Ppa	Zebrafish	324835	ZDB-GENE-030131-3556	fbxl14b	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
Ppat-Dpck	38647	FBgn0035632	Ppat-Dpck	Zebrafish	447838	ZDB-GENE-040912-137	coasy	13	12.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Ppcs	42295	FBgn0261285	Ppcs	Zebrafish	561272	ZDB-GENE-060512-104	ppcs	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Ppn	43872	FBgn0003137	Ppn	Zebrafish	562930	ZDB-GENE-070815-4	paplna	8	7.92	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
Ppox	42939	FBgn0020018	Ppox	Zebrafish	664750	ZDB-GENE-051120-90	ppox	8	7.86	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
Ppt1	31805	FBgn0030057	Ppt1	Zebrafish	406648	ZDB-GENE-040426-2653	ppt1	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
PrBP	34196	FBgn0032059	PrBP	Zebrafish	436981	ZDB-GENE-040718-463	pde6d	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Prdm13	38713	FBgn0035687	Prdm13	Zebrafish	796276	ZDB-GENE-080616-1	prdm13	5	4.94	high	Yes	Yes	Compara, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector
Prestin	39996	FBgn0036770	Prestin	Zebrafish	322846	ZDB-GENE-030131-1566	slc26a5	12	11.91	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
ProRS-m	38331	FBgn0027082	ProRS-m	Zebrafish	325494	ZDB-GENE-030131-4219	pars2	9	8.81	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
Prosalpha2	41531	FBgn0086134	Prosalpha2	Zebrafish	554153	ZDB-GENE-050522-479	psma2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Prosalpha5	36951	FBgn0016697	Prosalpha5	Zebrafish	403011	ZDB-GENE-040625-96	psma5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Prosalpha7	36018	FBgn0023175	Prosalpha7	Zebrafish	564370	ZDB-GENE-050913-120	psma3	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Prosbeta2	39628	FBgn0023174	Prosbeta2	Zebrafish	64278	ZDB-GENE-001208-4	psmb7	10	9.82	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Prosbeta3	41079	FBgn0026380	Prosbeta3	Zebrafish	573095	ZDB-GENE-040426-2682	psmb3	8	7.8	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam
Prosbeta6	39855	FBgn0002284	Prosbeta6	Zebrafish	445413	ZDB-GENE-040618-2	psmb1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Prosbeta7	40639	FBgn0250746	Prosbeta7	Zebrafish	550499	ZDB-GENE-050417-333	psmb4	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Prp18	42285	FBgn0027784	Prp18	Zebrafish	431751	ZDB-GENE-040704-45	prpf18	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Prp3	40172	FBgn0036915	Prp3	Zebrafish	403072	ZDB-GENE-040823-3	prpf3	12	11.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
