FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Scamp	32470	FBgn0040285	Scamp	Human	10067	10565	SCAMP3	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sce	43327	FBgn0003330	Sce	Human	6045	10061	RNF2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Scgalpha	34135	FBgn0032013	Scgalpha	Human	8910	10808	SGCE	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Scgbeta	41525	FBgn0038042	Scgbeta	Human	6443	10806	SGCB	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Scgdelta	31129	FBgn0025391	Scgdelta	Human	6444	10807	SGCD	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Schip1	34393	FBgn0032221	Schip1	Human	100505385	38842	IQCJ-SCHIP1	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sclp	32156	FBgn0030357	Sclp	Human	55222	23421	LRRC20	11	10.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Scm	41168	FBgn0003334	Scm	Human	22955	19003	SCMH1	11	10.78	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Scox	33711	FBgn0262467	Scox	Human	6341	10603	SCO1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Scr	40833	FBgn0003339	Scr	Human	3202	5106	HOXA5	7	6.79	high	Yes	Yes	eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam
ScsbetaA	41067	FBgn0037643	ScsbetaA	Human	8803	11448	SUCLA2	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
ScsbetaG	44001	FBgn0029118	ScsbetaG	Human	8801	11450	SUCLG2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SdhD	42808	FBgn0039112	SdhD	Human	6392	10683	SDHD	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sdhaf3	42004	FBgn0038437	Sdhaf3	Human	57001	21752	SDHAF3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sdic4	2768886	FBgn0053499	Sdic4	Human	1780	2963	DYNC1I1	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec10	42863	FBgn0266673	Sec10	Human	10640	10696	EXOC5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec13	44437	FBgn0024509	Sec13	Human	6396	10697	SEC13	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Sec16	32209	FBgn0052654	Sec16	Human	9919	29006	SEC16A	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec22	31030	FBgn0260855	Sec22	Human	9554	10700	SEC22B	12	11.94	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
Sec23	40694	FBgn0262125	Sec23	Human	10484	10701	SEC23A	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec24CD	33409	FBgn0262126	Sec24CD	Human	9632	10705	SEC24C	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec3	39940	FBgn0266669	Sec3	Human	55763	30380	EXOC1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec31	35877	FBgn0033339	Sec31	Human	22872	17052	SEC31A	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec5	33563	FBgn0266670	Sec5	Human	55770	24968	EXOC2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec6	37142	FBgn0266671	Sec6	Human	11336	30378	EXOC3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec61alpha	33905	FBgn0086357	Sec61alpha	Human	55176	17702	SEC61A2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec61beta	46080	FBgn0010638	Sec61beta	Human	10952	16993	SEC61B	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec63	38819	FBgn0035771	Sec63	Human	11231	21082	SEC63	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec71	34785	FBgn0028538	Sec71	Human	10565	15772	ARFGEF1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sec8	40712	FBgn0266672	Sec8	Human	60412	30389	EXOC4	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Seipin	31245	FBgn0040336	Seipin	Human	26580	15832	BSCL2	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SelR	41309	FBgn0267376	SelR	Human	253827	27375	MSRB3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SelT	33725	FBgn0031670	SelT	Human	51714	18136	SELENOT	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sem1	50428	FBgn0266666	Sem1	Human	7979	10845	SEM1	5	5.1	high	Yes	Yes	OMA, OrthoInspector, Panther, RoundUp, TreeFam
Sema2a	36846	FBgn0011260	Sema2a	Human	10371	10723	SEMA3A	8	7.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, Panther, Phylome
Ser	43275	FBgn0004197	Ser	Human	182	6188	JAG1	12	11.62	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
Ser7	31917	FBgn0019929	Ser7	Human	716	1247	C1S	2	1.8	high	Yes	Yes	eggNOG, orthoMCL
SerRS	33518	FBgn0031497	SerRS	Human	6301	10537	SARS	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SerT	37895	FBgn0010414	SerT	Human	6532	11050	SLC6A4	11	10.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Sesn	37755	FBgn0034897	Sesn	Human	143686	23060	SESN3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Set	41844	FBgn0014879	Set	Human	6418	10760	SET	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Set1	3354971	FBgn0040022	Set1	Human	9739	29010	SETD1A	11	10.76	high	Yes	Yes	eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Set2	32301	FBgn0030486	Set2	Human	29072	18420	SETD2	11	10.63	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Setd3	31638	FBgn0052732	Setd3	Human	84193	20493	SETD3	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sf3a1	42048	FBgn0266917	Sf3a1	Human	10291	10765	SF3A1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sf3a2	39456	FBgn0036314	Sf3a2	Human	8175	10766	SF3A2	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sf3b1	33235	FBgn0031266	Sf3b1	Human	23451	10768	SF3B1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sf3b2	33514	FBgn0031493	Sf3b2	Human	10992	10769	SF3B2	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sf3b3	38093	FBgn0035162	Sf3b3	Human	23450	10770	SF3B3	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sf3b5	50007	FBgn0040534	Sf3b5	Human	83443	21083	SF3B5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sf3b6	38720	FBgn0035692	Sf3b6	Human	51639	30096	SF3B6	13	12.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Sfmbt	34709	FBgn0032475	Sfmbt	Human	54799	19866	MBTD1	12	11.8	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sfxn1-3	40552	FBgn0037239	Sfxn1-3	Human	94081	16085	SFXN1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sfxn2	40080	FBgn0036843	Sfxn2	Human	118980	16086	SFXN2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sgf11	40035	FBgn0036804	Sgf11	Human	56970	25416	ATXN7L3	8	7.8	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sgf29	37429	FBgn0050390	Sgf29	Human	112869	25156	SGF29	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sgt	35052	FBgn0032640	Sgt	Human	54557	23567	SGTB	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sgt1	40982	FBgn0265101	Sgt1	Human	10910	16987	SUGT1	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sh	32780	FBgn0003380	Sh	Human	3736	6218	KCNA1	11	10.85	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Sh3beta	38820	FBgn0035772	Sh3beta	Human	6450	10822	SH3BGR	9	8.73	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
Shab	38352	FBgn0262593	Shab	Human	3745	6231	KCNB1	8	7.94	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
Shal	40129	FBgn0005564	Shal	Human	3751	6238	KCND2	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Shark	44353	FBgn0015295	Shark	Human	7535	12858	ZAP70	7	6.9	high	Yes	Yes	Inparanoid, Isobase, OrthoDB, OrthoFinder, orthoMCL, RoundUp, TreeFam
Shaw	33599	FBgn0003386	Shaw	Human	3746	6233	KCNC1	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Shc	44052	FBgn0015296	Shc	Human	6464	10840	SHC1	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Shmt	31524	FBgn0029823	Shmt	Human	6470	10850	SHMT1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sik2	31170	FBgn0025625	Sik2	Human	23235	21680	SIK2	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Sil1	43034	FBgn0039296	Sil1	Human	64374	24624	SIL1	13	12.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sin	40325	FBgn0028402	Sin	Human	55718	30347	POLR3E	13	12.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Sin1	36604	FBgn0033935	Sin1	Human	79109	18752	MAPKAP1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sirt1	34708	FBgn0024291	Sirt1	Human	23411	14929	SIRT1	12	11.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Sirt2	42414	FBgn0038788	Sirt2	Human	22933	10886	SIRT2	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Sirt4	31480	FBgn0029783	Sirt4	Human	23409	14932	SIRT4	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Sirt6	41254	FBgn0037802	Sirt6	Human	51548	14934	SIRT6	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Sirt7	43433	FBgn0039631	Sirt7	Human	51547	14935	SIRT7	11	10.71	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Six4	40297	FBgn0027364	Six4	Human	51804	10890	SIX4	7	6.79	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
Sk2	326219	FBgn0052484	Sk2	Human	8877	11240	SPHK1	13	12.69	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ski6	34721	FBgn0032487	Ski6	Human	54512	18189	EXOSC4	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Skp2	40548	FBgn0037236	Skp2	Human	6502	10901	SKP2	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Slbp	43448	FBgn0041186	Slbp	Human	7884	10904	SLBP	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sld5	43166	FBgn0039403	Sld5	Human	84296	28226	GINS4	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Slh	33434	FBgn0264978	Slh	Human	23256	20726	SCFD1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Slik	37893	FBgn0035001	Slik	Human	6793	11388	STK10	13	12.82	high	Yes	Yes	eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Slmap	3355127	FBgn0040011	Slmap	Human	7871	16643	SLMAP	8	7.95	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Slu7	43427	FBgn0039626	Slu7	Human	10569	16939	SLU7	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SmB	34426	FBgn0262601	SmB	Human	6628	11153	SNRPB	11	10.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SmD1	44668	FBgn0261933	SmD1	Human	6632	11158	SNRPD1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SmD2	40781	FBgn0261789	SmD2	Human	6633	11159	SNRPD2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SmD3	36306	FBgn0023167	SmD3	Human	6634	11160	SNRPD3	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
SmE	34080	FBgn0261790	SmE	Human	6635	11161	SNRPE	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SmF	36314	FBgn0000426	SmF	Human	6636	11162	SNRPF	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Smg5	34804	FBgn0019890	Smg5	Human	23381	24644	SMG5	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Smg6	42994	FBgn0039260	Smg6	Human	23293	17809	SMG6	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Smn	39844	FBgn0036641	Smn	Human	6607	11118	SMN2	12	11.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Smox	31738	FBgn0025800	Smox	Human	4088	6769	SMAD3	10	9.87	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Smr	32225	FBgn0265523	Smr	Human	9611	7672	NCOR1	10	9.89	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Sms	39403	FBgn0036272	Sms	Human	6611	11123	SMS	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Smu1	42272	FBgn0038666	Smu1	Human	55234	18247	SMU1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Smurf	36999	FBgn0029006	Smurf	Human	64750	16809	SMURF2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Smyd5	42517	FBgn0038869	Smyd5	Human	10322	16258	SMYD5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
SmydA-9	31859	FBgn0030102	SmydA-9	Human	56950	20982	SMYD2	6	5.82	moderate	Yes	No	Compara, eggNOG, Isobase, OrthoDB, OrthoFinder, RoundUp
Snap29	37774	FBgn0034913	Snap29	Human	9342	11133	SNAP29	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Snm1	40669	FBgn0037338	Snm1	Human	9937	17660	DCLRE1A	10	9.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Snoo	5740414	FBgn0085450	Snoo	Human	6497	10896	SKI	7	6.84	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Snp	37511	FBgn0265192	Snp	Human	112479	30541	ERI2	8	7.98	high	Yes	Yes	Compara, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
Snr1	40657	FBgn0011715	Snr1	Human	6598	11103	SMARCB1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Snx1	33560	FBgn0031534	Snx1	Human	6643	11173	SNX2	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Snx16	37015	FBgn0034265	Snx16	Human	64089	14980	SNX16	8	7.7	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Snx3	41551	FBgn0038065	Snx3	Human	29934	14976	SNX12	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Sobp	36260	FBgn0033654	Sobp	Human	55084	29256	SOBP	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
